edge_nodes,edge_id,random_value
0;5;7;137;28426;1547;12;13;17;18;154;166;167;62;66;72;99;239;243;24700;1791,28381,4.232847017641674
1;131;7;10;13;17;20;6550;49;51;19896;9276;69;84;101;109;6130;117;6648,19851,9.011559930979088
2;3;7;13;15;656;16;21;6009;163;555;28077;53;18629;70;74;94;99;490;491;249,28032,7.64805990137642
0;1;2;5;1160;9;10;18;19;21;278;1200;65;86;25572;18149;106;2926;115,25527,1.688647422572498
257;16258;481;1;8;907;11;876;49;146;84;53;22;58;60;126,16213,4.818770361146947
9;10;12;1167;146;154;50;51;566;62;2238;64;71;9296;86;87;99;614;17136;244;121,17091,1.196332269537952
2;3844;4;6;10;12;13;13711;658;22;5045;63;83;598;88;609;757;1274;379,13666,2.4752068761444135
21377;13;144;148;21;7575;160;13739;46;48;49;50;19508;58;8653;85;1242;91;94;113;114;1908,21332,9.925741531220249
64;1;2;16804;1349;7;8;14;943;50;20082;11250;51;438;14359;56;25977;126,25932,4.818579896446832
3;10;11;12;13;14;15;16;1177;802;46;4656;61;323;584;204;1102;4581;126,4611,6.86461097751784
3;5;6;263;11;14;16;18;15892;21;22;8089;1187;48;51;1336;62;79;84,15847,6.739168633218831
0;4;5;138;396;14;17;20;22;1562;154;285;55;58;62;63;24256;77;605,24211,0.9495040959555634
1;12;14;15;17;19;21;149;305;52;55;58;63;64;584;76;86;603;91;239;5374,5329,7.356560304166972
3;4;4745;524;13;14;20;15898;8992;172;46;48;2102;56;188;61;1471;1859;69;70;853;488,15853,0.15336593144905541
1;5282;11201;228;4;164;5311;425;13;109;49;8754;402;23956;5722;477;63,23911,7.210860971364044
5764;261;5;17031;9;13;16;19;7574;302;46;176;49;7088;4920;58;70;4688;91;226,16986,4.542394243955487
0;2;3;6;7;10;139;13;16;17;21;2846;1957;555;46;47;50;1203;203;851;340;249,2801,3.4803597182677692
0;1;1282;12559;17;19;21;6182;295;46;47;48;51;53;55;58;2490;23245;5967;497;1141,23200,1.6140683471482187
354;227;643;66;70;4164;72;11;1102;14;80;17;2194;18;22;90;2971;156,4119,2.874830368520805
2;29827;4;7;10;16;20;791;152;279;7723;46;62;70;73;203;213;88;365;28653,29782,8.6124218239081
482;3;7;9003;12;13;46;16;50;18;565;21;341;22,8958,8.050031417571994
0;6;7;456;392;24264;10252;15;17;1657;22;54;86;57;60;63,24219,0.372706468164975
0;65;162;9665;5;6;8;74;12;109;14;16;16305;50;83;20;55;63,16260,3.190767959286327
0;1;2;64;7;10;5547;80;50;51;21;85;4887;954;13019;60,12974,7.016651364680752
5;198;999;8;46;111;15;47;50;53;21;2326;280;219;60;125;191,2281,9.692575177768736
1;8002;3170;100;3;1510;2;4;76;13;60;84;10708;1081;379;2844;3294;63,10663,9.875993689501305
480;352;3;4;69;573;7;9;12;2605;190;86;22;60;285;62,2560,2.260979753241762
7;12;19;48;49;50;7475;53;55;14274;70;7880;3149;5717;86;5220;12010;244;251,14229,8.915654644516362
1272;899;69;198;6662;9;138;11;11436;46;146;26066;2292;21;22;9752;60;94,26021,4.777312210744766
1;8194;3;4099;4;10;1675;15;18;21;22;13862;3887;50;58;70;465;97;126,13817,3.093380342777513
2;131;12165;6;7;9;12;14;15;22;12833;19377;58;62;1471;82;94;16103;365,19332,6.41203200857316
0;66;2;5;491;781;14;15;48;49;50;7442;21;538;60;94;63,7397,6.788242968525667
3;5;7;9;10;1035;17;21;543;677;55;56;58;76;89;94;103;236;117;375;4094,4049,2.642729333955587
1;385;4;72;73;10;11;236;6540;1934;80;49;371;19;474;156;349,6495,0.732191116424471
4;5;326;6;2983;70;77;46;462;48;16784;19;278;22;58;61,16739,3.038078145629357
0;129;258;3;4;7;13;15;20;4757;1568;46;50;573;832;465;9817;730;13678,13633,3.744955443925766
1;5;20872;29320;266;10;18;22;1448;173;46;47;185;58;324;82;3057;124;2429,29275,8.731436257066633
1;2;2819;4;11;12;141;395;15;19;29332;5526;1178;51;60;357;3944;108;500;15871,29287,7.808979631750543
4;9;139;15;20;22;2971;14755;680;687;11444;60;69;70;1742;84;1249;14831;5363,14786,2.5500109043237575
832;2;5;294;71;8;11;13;46;7256;9394;1651;152;90;91;63,9349,9.250834206292618
1;3075;3;7;1929;137;141;14;17;20;154;539;46;50;55;60;64;72;110;16884,16839,0.3071029143526449
0;4;6;8;10;12;28813;14;14479;16;20;21;22;8495;52;58;1086;84;100;485;232,28768,5.2373397229136875
5;6;7;649;14;16;18;409;1313;8619;46;1332;55;64;326;70;2760;113;122;124,8574,9.972884600560977
4;6;10;16;18;19;421;294;299;47;53;54;58;736;26981;1766;105;237;3313;629;122,26936,1.0489697060838943
1;4;132;5;9;13;5906;21;548;17193;12976;48;50;51;4274;53;60;82;214;110;2294,17148,8.750622756185972
2;12163;3;4;66;11;780;14;592;48;20;53;5974;125,12118,2.0975828112780635
129;418;385;4;5;6950;7523;8;2330;12;21;22;55;58;63,7478,4.303602626038392
0;65;1;1349;7;490;395;47;1904;657;9587;340;22;10102;377;58;4413;19966,19921,9.25177117053442
96;1;3;70;7;361;10;13;110;16;305;51;21;86;55;22;154;190,316,8.418324874011837
0;2;709;6;13;46;82;15443;19;21;24850;895;984;8410;62;63,24805,5.189877969683292
0;2;6466;2340;549;2441;1513;75;331;9;16;48;18;14070;54;86;28380;62,28335,5.288351223201468
64;1;2;24868;69;6;12139;11;109;13;16;80;18;19;17;87;1021;3358,24823,1.6324894500872533
96;64;4;710;6;12071;7499;46;144;49;50;51;722;20;18;151;8634;63,12026,5.891021259308914
160;4;102;6;72;1385;2090;24201;12;10447;48;11377;49;15;17;21;184;185,24156,9.314393197320666
3;3974;71;170;3531;652;14;15;238;787;84;52;85;87;20153;61;18078,20108,2.2861433308215307
0;3;8;11;14;17;19;21;153;1450;49;13621;63;69;74;333;84;94;98;5111,13576,3.6021922505685966
20096;4;8;9;10;11;13;21;7463;173;48;2485;58;65;198;84;85;15088;118,20051,0.5272987570298693
0;26848;162;160;69;6;5757;11;46;16;594;51;20;1178;60;858;94,26803,2.1007559621065863
0;12674;5;8;18;151;50;52;1332;5818;65;193;66;73;341;476;223;1522;374;126,12629,5.347572772084078
2;6;7;8;9;12;13;5903;144;17;19;48;52;55;18105;58;62;8517;82;236,18060,2.719039660208958
2;3;3428;98;14;15;1103;4721;850;17;20;21;86;55;151;27292;1053;1087,27247,4.613221957784325
0;899;11012;326;7;6;11;13;720;17;1426;21;4181;55;53;22;94;671,10967,9.412023404181232
0;3;325;6;7688;138;10;526;47;80;1330;563;180;7957;19;22841;94,22796,9.38076531908192
3202;4;6;7;8;10;11;8204;2190;659;152;161;17316;55;58;60;702;71;4685;462;94;1001,17271,8.318476824474166
2915;69;6;7;8;9;5;485;21030;1549;9165;49;84;21;374;5559,20985,6.752364577431996
0;19872;226;23810;836;71;7;713;11;2156;396;109;111;175;50;20;63,23765,6.167082211341626
69;6;103;7;11306;76;110;16;49;23090;21;22;55;278;59;4030,23045,4.111662243052728
2;72;9;10;588;13;12;48;49;50;1203;19;7090;22;55;2590;19839,19794,9.554668501076977
0;69;301;77;46;16;50;84;469;181;52;249;346;3967,3922,8.456852482254115
0;1987;4;8;9;616;11;27496;15;49;18802;19;21;150;310;59;60,27451,8.331576060033495
1;4;263;7;15;17;22;5911;2716;13611;47;58;188;63;1225;2126;2653;233;111;624;127,13566,8.583057173148333
3;4;5;7;8;19;20;156;160;300;952;23480;74;81;84;85;5471;228;111,23435,1.4297992711108076
2;6667;12;14;21;47;49;50;51;53;74;203;204;75;76;12494;99;249;26106;3324,26061,9.206057431209304
2;4;6;6184;1995;558;16;49;4849;20;85;22;87;185;570;60,6139,8.760305412455146
1345;5602;99;2526;6;9;17452;4428;109;2668;12;6029;50;115;181;22302;12319,22257,3.335254359790337
1;12;13;783;16;3349;22;10393;48;52;15543;55;442;190;64;84;18010;109;110,17965,6.984724108929244
5;70;5384;12;752;17;3472;50;20;85;49;19440;121;58,19395,8.024865665279833
609;6978;69;2252;13;46;47;144;16080;18;83;19;52;58;62,16035,5.712895564565127
11;13;11663;18;19;149;18585;2844;292;295;9771;48;1335;64;65;480;108;109;19054;10623,19009,9.446742584710346
0;1;99;69;6;8;9;22987;46;48;17;916;52;15477;118;94,22942,4.393151967071486
1;5;137;9;11;2191;19;25496;50;693;60;69;4039;72;2270;611;101;8680;125,25451,1.6912847590288238
1;4;6;2313;10;12;16;19;21;22;285;1459;51;63;65;69;3030;1502;98;99;1768;884;117,2985,9.420218396437733
0;2;9;522;14;16;18;20;21;4254;60;64;322;69;72;472;1882;108;1265;6136;2683,6091,4.735792571121196
1;226;69;8;21229;14;16;18;563;20;375;4312;1306;62,21184,6.747887223064307
8;138;11;205;16;48;114;19;51;84;248;377;346;190;447,402,3.8026214282756965
5;69;1638;7;553;74;10;9;15;1040;81;1683;21;22;5431;58;830;63,5386,4.5279962918678285
65;1;7620;69;102;3046;7;9;2282;154;12;14;46;15;49;55;58;61,7575,2.6307722595074
1;2;6;15;1423;22;173;46;51;55;63;64;65;319;197;70;455;88;9078,9033,4.243707699724155
1;3;1924;4;263;11;12;16;20;21;803;3368;429;56;69;3911;76;77;85;2666;490;8318,8273,2.0664334056103293
0;6;7;72;9;10;17;2738;19;49;3345;22;51;20;27544;158;190;94,27499,3.0694234984742144
802;4;7622;10;2060;46;60;49;18;465;20;21;3832;249;156;61,7577,6.684984285726148
1;3;132;69;6;4;8;105;2107;12;18864;146;19;18;407;409;2171;863,18819,1.7251236101400536
0;1;3;5;11;12;150;22;164;550;169;47;11698;64;70;2259;86;485;233,11653,4.0051216390318025
512;3;6;7;8;12;19;20;21;5927;64;65;17474;72;76;2258;82;111;125;379;3965,17429,9.384213633492081
0;2;8;11;12;651;19;20;1560;8741;298;300;58;69;73;86;90;477;7395;2558,8696,2.3676292766016482
0;2;643;10;11;13;14;16;22;409;46;47;176;51;55;62;65;80;1876;1382;876;4844;3963,4799,2.758457220246693
0;185;4;228;6;8;10;13;14;46;2159;62;214;407;88;10777;58;190,10732,6.2304143530590945
29728;66;6531;7;8;10;205;781;13;49;28241;113;27252;437;21;20;153;125,29683,2.3074755841470895
1;132;6;9;138;11;16;657;19;22;1049;154;294;9787;60;80;984;502;247,9742,9.757375093630994
8608;13376;8288;131;195;5;488;9;10;11;1929;302;47;18;914;20;221;62,13331,7.324145621960908
1;259;2948;7;11;9996;150;5788;935;1069;190;198;5703;721;468;91;19804;94;18156;4093,19759,1.5703826653485153
1;4;4872;9;10;11;13;14;16;2352;53;59;61;65;85;853;114;28796;511,28751,8.146276794824448
5;70;2119;139;16;49;18;84;501;22;280;94;3645;62;63,3600,9.268734226875722
2;3;5;7;10;21;672;12321;1828;294;173;47;53;55;60;1611;203;339;84;213;85;83,12276,1.6650807168886872
0;1;5;8;9;10;1162;16;19;20;48;49;53;193;4806;83;86;985;222;7263,7218,9.295985529244444
5;7;13;26510;19;160;1332;55;60;69;325;711;74;84;219;483;485;500;246;122,26465,7.969556941298256
5;1926;24467;22;7958;536;153;51;1460;1081;63;65;14666;460;1229;5584;3537;14035;726;740;1774;247,24422,6.608345722265327
129;2;3;6275;6;10;11;13;2960;21;160;4014;331;3687;18157;114;760;379;127,18112,7.626489003424259
6017;5;69;6;10;490;14;47;15;49;1074;50;11695;55;4698;94,11650,4.489621124052051
2689;6;11;12;13;17;1298;22;152;811;46;48;52;56;8509;64;69;334;875;892,8464,7.488008205379602
1;10;12;13;14;16;18;20;22;8598;52;199;6098;472;602;109;249;6142;383,8553,2.435552554660254
0;1;6;7;11;14;18;19;20;294;1324;12078;51;52;53;55;1595;63;72;1231;608;5489;6132;510,12033,1.4098099339846526
288;4;154;75;12;9294;623;367;47;20;21;54;12951;22;58;23997;62,23952,5.599689906491646
2;3;134;8;6155;14;15;17;145;154;5916;48;55;59;7742;64;1737;1740;340;86;106;623,7697,5.526498587009828
1;4;5;8;16905;10;13;15;1298;19;22;666;46;51;309;55;568;58;84;616;239,16860,8.108122339014876
17664;5;4357;7;10;12;13;16;2833;17;18;558;49;693;65;69;1495;488;1520;126,17619,8.226610212774107
0;3;1155;12;9229;14;19;1818;14755;8100;47;48;951;63;454;10054;74;100;7284,14710,3.0595659462049496
7;8;2057;11;12;16;17;18;20;22;11679;680;808;47;56;82;211;1110;94;103;12520,12475,7.927269875742072
0;1;5;6;266;13;1041;146;48;49;9012;53;55;9661;63;66;1730;711;4326;117;759,9616,6.979196674569596
1281;11;16;17;5907;20;22;46;47;48;190;832;69;74;91;21984;26338;16107;1903,26293,3.810922060578351
1;258;3462;6;1546;7179;12;15;18;21;2088;48;52;185;1599;1479;210;111;15481;14204,15436,2.4677470787966636
1;6152;9;16;17;1298;19;22;47;16432;49;27447;55;61;1989;72;77;2127;94;8571,27402,0.3014222338998329
4;6;7;138;12;13;15;16;18;920;153;4782;46;60;63;80;210;6237;116,6192,9.551017589903624
4352;2;3;11;139;13;12;17;20;280;3878;50;53;696;205;722;84;114;119,4307,9.287147306451846
10;12;141;14;21778;22;28455;4912;50;62;196;71;75;76;86;2653;96;2158;13304,28410,3.1508710679305088
1794;132;9;14;17;282;3741;803;47;58;26559;64;65;12100;5451;213;1368;106;381,26514,1.856691908411584
0;65;1217;160;4;69;6;5863;14;15;16;17;53;185;346;60;63;2463,5818,7.751886905562632
65;2;6372;5;69;6;11;46;47;144;15601;51;52;20;21;53;56;55,15556,8.055889685182969
480;1;2;3;228;5;6;162;549;9;1858;369;85;407;89;58;1469;926,1813,8.546775078431384
128;2;9220;5;902;4;17;14866;19;20;22;150;421;46;49;54;8784;216;605;1780,14821,6.36706942166938
3;69;7110;7;4829;8971;13;14;48;49;146;1489;52;21;86;343;18;989,8926,8.504383809368445
226;99;69;70;9670;8;122;170;13;46;48;16;5817;154;190;94,9625,6.809369508633045
736;290;258;233;11;109;48;17;50;117;278;22;21;981;23509;155;124,23464,5.232969942661068
65;2;3;5;774;871;10;16;49;114;51;48;53;58;126;191,826,7.914757888578837
5600;384;3;69;6341;71;46;16;8273;19;629;5206;2391;13912;153;58;94;511,13867,4.653656656297603
17824;3;4;5;138;460;46;16;14770;595;19;22;3738,17779,4.154015702624036
3;2692;5;7;8;12;15;19;792;174;49;562;53;437;72;725;91;1373;627;2423;127,2647,6.570104625768892
3;614;7;488;8;10;11;174;14;143;49;50;46;22;2038,1993,2.210608742144297
0;3;4;133;6;19;20;294;10028;176;50;51;830;832;72;213;3033;6121;106;7294,9983,0.34184599723286246
2;13304;71;3337;10;13;14;18;51;114;22;214;17208;15931;125,17163,9.433612054210819
0;65;2;5;6251;12;473;14;47;16;49;20;3573;86;22;19705;1978,19660,0.9977396580092623
2;3;11;1694;13;46;48;18;84;14741;55;1211;28541;94,28496,4.576361751094627
128;256;2;7;409;12;238;47;46;14;83;1203;117;52;825;1658;94,1613,6.975509680146686
280;2275;4;69;4907;12;1421;28014;47;48;3281;348;54;55;888;60;3612;375,27969,0.12323316417900076
4;15;26657;18849;29859;549;19631;47;185;6593;7617;69;85;232;233;5739;242;116;379;381,29814,7.759199833593309
1;10;11;138;18;19;21;13218;1332;2869;12469;9144;58;72;5843;1495;95;609;114;126,13173,4.714746464222772
0;2;3;5;1286;137;9;12941;19;2476;47;24240;49;52;58;454;70;82;85;4076,24195,6.656304684566071
64;8;9;1033;11;109;48;49;16;50;20;52;214;3606;408;58;637;94,3561,9.236950260258407
2;2948;8;9;11;18;19;285;169;49;50;10037;54;7993;72;75;3422;94;106;247,9992,6.799296715810743
1568;3;69;6;167;7;11;13;14;16;5072;2130;49;18;55;58;62;5407,5362,0.5741046882279055
96;1;2;16219;11270;8;9;12;365;13;47;15;1772;6605;147;20;21979;62,21934,2.150770081647595
0;708;4;4774;7;7334;132;140;24012;145;49;17;85;5621;55;88;5206,23967,5.660465386712698
0;12162;28680;13;14;175;48;46;18;51;17;181;463;19;114;85;540;94,28635,4.554528178111939
2;2083;614;3430;2951;9;4170;10;14;303;46;145;5938;20;4821;55;346;60,5893,5.331133605342659
0;1;226;3136;4;1382;8;11;6638;175;48;49;79;7955;87;249;4859,7910,3.2863953664150802
229;1190;7;70;1223;8575;11;12;17245;123;25039;19;87;58;475;60;1725;63,24994,0.05836233263192492
3905;7682;3;4;5;70;99;4361;16;82;50;916;53;2038;17076;153;602;125,17031,5.8092815524905985
1;642;776;652;17;18;21;153;9755;155;15003;558;47;48;51;62;91;236;119,14958,4.62706037869579
1285;5;6;10;12;14;145;17;49;50;15165;67;69;1102;7247;9176;91;3946;5615,15120,7.27846082387095
64;3;69;523;13;13681;18;83;20;1205;565;84;91,13636,1.9795458253466602
4;7;73;9;11;170;1066;80;48;49;243;82;86;55;568;6809;58;3647,6764,8.826975422447571
513;2;3;58;70;6;7;10;11;12;13;47;48;18;2067;117;4887;13946,13901,2.0865220939859985
0;1;2;4;229;100;9;11;14;49;82;20;437;86;1045;58;1535,1490,4.514173593499775
65;1;3;5;7;552;8;11;46;239;463;17;48;50;53;1687;828,1642,4.5170848725595185
258;5;135;8;780;10765;21;164;549;46;303;48;15410;69;70;216;94;95;3170;5617,15365,6.64202683663418
64;65;2;3011;769;8;9;2538;12;48;114;825;16437;375;569;190,16392,2.0153110186282506
1;23172;5;8;13;280;416;289;294;48;3250;434;2740;60;61;204;589;85;247,23127,4.513405906867679
0;1;4;5;8;14;15;16;17;406;22;288;2088;58;1466;62;7502;84;3431;1527,7457,0.6577572919504637
8608;98;4;7;72;9;13;17;113;721;52;49;81;1591;151;18;892;4829,8563,5.479246051560084
2;140;12;13;14;15;16;17;18;1699;4902;1071;47;50;54;1974;65;715;80;2389;86,4857,9.518571857946906
4732;1;27588;774;8;236;13;671;49;4625;500;3833;55;889;58;4988;190;13439,27543,6.704614074056936
4;9;10;12;13;17;26010;1446;50;51;308;53;58;65;72;81;82;228;2150;239,25965,2.462417170521128
1;2;3;4;9;16;17;19;1449;1456;49;185;60;1222;332;94;10082;113;114;117,10037,4.401599140789995
0;129;130;4;7;10;138;139;13;4623;19;21;153;8622;47;51;563;55;9796;20296;2131;14041;379,20251,3.8594011732824764
1;280;3;4;69;263;71;11;2510;8304;17;19634;147;310;56;249;58,19589,9.621546962905462
0;258;5;9;10;11;397;144;18;2598;46;47;177;54;58;60;63;3422;223;109;6521,6476,3.3999592365760947
1923;2948;4;6;11;139;12;2191;19;10395;4896;15265;29610;48;49;312;58;2756;5857;105;11513;251,29565,1.2588315010950768
4;7;10;15;16;17;147;20;5919;46;47;50;52;55;58;63;85;354;1518;511,5874,9.281531864234436
1;3;6;8;10;14;15;16;1424;18;19;21;1564;50;53;58;190;63;64;69;228;745;26746,26701,7.929947080103754
2;226;422;7;297;10;17099;12;46;15;49;20;53;21;11735;4570;60;2269,17054,3.9313982762299835
0;2;12;14;16;17;21657;8992;2596;164;48;49;58;69;15816;584;2008;94;24286,24241,1.7046986232015537
128;1;23174;11;12;27408;6802;19;2479;8242;51;55;58;62;82;84;100;110;14196,27363,3.3737756010190276
1793;2;4227;1;73;202;11;9;27663;80;19;340;21;55;280;58;94,27618,9.134084547000072
2050;6533;7;12;3982;16;18;19;21;22;153;58;190;63;65;15308;725;100;3558;2155;15604,15559,6.1103070703269555
3;5;6;12;13;15;18;536;1322;49;50;190;66;69;72;82;211;7640;2661;109;244,7595,8.346596905745937
3;12036;17;21;22;1053;167;558;61;64;11334;1611;5970;85;95;19689;2035;247;3711,19644,2.95038107327962
16737;8130;3;4;102;70;71;13;46;301;17;18;51;146;409;154;60;63,16692,4.745613395498522
65;1;418;3;162;20166;11195;8843;1580;365;46;47;15;48;49;51;86;59,20121,4.607798191221397
1;2;3;5;7;8;140;18;20;1308;553;50;55;63;2773;726;96;106;108,2728,2.5818880793192047
65;3;4;12;7438;14;15;2897;47;19;79;46;18454;55;22;21974;250;91,21929,7.609180539871754
1;69;440;7;1577;10;109;13;146;63;181;55;280;62;158;61;510;375,1532,7.677599699078338
4736;11781;5;6;8;17926;12;14;15;17;18;149;160;49;51;52;69;16208;100;7798,17881,0.1298808783027927
0;129;135;263;10;11;15;21;21794;1067;1069;22189;2864;53;55;65;84;91;99;103,22144,7.241611573406622
1;2;4;9;10;12;13;14;17;18;22;5808;49;50;4149;84;94;18152;109;2416;4088,18107,7.300242103933145
6;10;12;14;18;20;281;553;51;65;837;70;71;85;3931;867;249;27517;126,27472,2.9131457327612766
1;5;8;2313;6922;12;14;15;18;21;46;48;945;51;4915;63;69;2123;9682;106,9637,9.757048785162276
1;13605;165;6;139;46;15;48;1299;22;216;124;797;63,13560,5.215443935022096
15329;1409;3;69;70;71;10;12;140;114;115;84;52;61;55;94;26141;5854,26096,1.7800857014641736
416;22402;131;6;7;49;1010;18;20;6453;51;55;56;50;154;247;2805;863,22357,4.835207351489403
4;1286;6;9;1294;15;19;148;21;164;48;50;55;58;60;4668;1738;619;117,4623,5.729588763651686
99;8227;3;4;2118;10;75;460;11;49;18;50;17;249;923;1053,8182,0.8411999708842477
3;7;12;14221;15;275;21;22;671;4390;47;49;51;1588;53;52;190;64;65;1737;235;620,14176,6.422844209958546
1;2;4;7;8;7815;14;15;22;48;52;13243;64;198;72;460;233;243;376,13198,7.531282143374623
0;2;3;4;5;6;8;9;652;14;16;1298;18;21;8087;555;55;62;65;8649;210,8604,2.496524016298629
0;3;132;4;7;12;16;11153;18;2066;21;49;50;51;60;334;474;1770;1900;364;111;14846,14801,0.9583424328954859
8865;67;4;739;134;135;9;460;109;111;16;146;20;85;52;55;3579;156,8820,0.4749463214070826
161;2;4;69;10375;4904;73;874;8;114;819;5780;21;2198;213;18074,18029,8.14894218472665
0;4;5;8;9;14;21;278;162;422;46;48;60;23362;69;71;841;82;618;109;117;3964,23317,5.266073770876059
133;8;9;5770;12;14;17;146;21;22;288;50;51;69;457;334;94;226;10751,10706,7.115510788524223
3;5513;10;138;19;22;25506;7085;825;60;62;194;69;198;72;25040;340;20953;2779;9063;233;249;2814,25461,0.4649095822728899
257;1;772;8;9;15;17;18;19;21;7969;55;825;64;65;94;2016;2540;10744,10699,6.756828552887563
1;66;451;4;10085;71;73;10;907;1868;16;210;85;22;442;5595;15038,14993,4.329610372673596
4;6;1683;21;150;6177;19243;48;51;53;56;59;70;6474;8267;82;84;90;350;623,19198,5.914057930249915
4;6;10;11;22;5406;17841;50;53;58;59;831;1221;3919;2001;340;7380;1766;231;24813;2293;253,24768,0.2308456227292366
0;2;132;4;7;9;10;20;48;4151;58;61;197;477;1630;126;1650;10100;2170;638,10055,0.2878366744517369
3;4;5;138;11;19;5276;11812;53;55;60;65;198;75;77;3288;1377;1123;99;106;254;1791,11767,6.5011435919866924
1;99;3;58;4775;620;18;21;55;56;7130;61,7085,1.3560648901039685
0;1;29826;3;4;5;7;9;17;19;22;3608;2339;294;46;49;4401;82;7640;103;127,29781,5.437116632631889
9571;14150;8;74;1866;1933;15;80;49;6162;51;18;10579;20;60;415,14105,2.1817161059325905
128;129;65;132;4;7;552;8;16;17;83;84;278;8060;94,8015,0.32163321411053714
0;1;324;6597;233;138;139;10;12461;5742;46;15;81;82;18;52;22;4086,12416,4.495376439948629
5252;7;8;11;13;16;19;20;22;542;415;295;424;53;58;59;3388;62;7244;3283,7199,2.160832350119847
64;4;5;71;11;7180;14;2864;51;20;53;2807;8795,8750,2.8574984521196423
2305;13;20;21;415;164;811;48;49;818;50;53;12854;58;187;83;474;97;99;23159;891,23114,8.96060878188518
0;1059;9284;104;10;18603;5196;14;112;176;18;52;4376;59;60;157;94,18558,5.588342323442035
65;3;1571;1572;7;9;12;13;46;239;17;19;20;85;3860;58;60;285,3815,5.154561813312055
0;2;3;1701;9;10;556;13;14;48;49;18;84;501;117;10392;2522,10347,1.18538208157413
2;5;14;149;22;48;946;23222;63;65;1614;83;5977;601;494;23663;22518;1275;127,23618,3.5278428372907
1;15618;259;131;4;12;13;17;18;19;20;21;48;49;50;4660;693;53;2998;8253;62;226,15573,9.766372703269937
1216;0;385;65;58;5;71;488;7;109;46;4813;146;85;4598;154;94,4768,7.165389523386654
384;129;22786;3;8;137;143;17;4636;173;50;51;2099;64;66;69;204;461;2137;1249;108,22741,0.1600217054530373
4;5;8;12;13;526;18;7445;669;5922;53;58;62;63;70;85;213;233;2163;249,7400,0.4892580583932815
64;2;4;6;7;10;11;12;14;48;50;18;20;21;83;58;60,38,4.859594907080989
9602;3;27911;137;21;150;22;160;1451;48;50;1589;1079;65;2122;224;23779;99;239;117;122,27866,7.780441175835566
28992;65;834;5;8;14;303;16;17;50;114;111;21;3990;1079;151;154;126,28947,9.92722776625554
3;6;9;779;14;18;8086;3115;50;55;58;2114;70;95;1382;1513;21228;238;5496,21183,7.772054162733475
0;11;12;15;16;17;19;20;26900;22;7209;173;49;55;58;65;4176;469;94;97;7908,26855,7.484081455310766
4;7;138;424;55;5943;57;2875;60;65;322;69;70;16203;84;94;490;25714;247,25669,0.3548164902667894
0;7301;6;7;9;15;16;17;19;2581;406;49;51;563;52;65;4422;1231;3669;5088,7256,1.7137952170826043
6;10;11;13;16;18;22;46;48;49;55;60;63;86;100;109;113;1010;125,965,6.365056713290938
3;14;146;147;20;21;153;46;50;52;14265;60;1085;959;1865;3928;5216;109;5884,14220,0.29583244923793384
2;4;5;8;13;17;20;406;2455;1446;46;700;65;3662;208;11233;113;118;124,11188,1.8634592607734912
0;1;294;70;104;80;50;19;20;181;115;8951;4184;249;4922;23026;60;2206,22981,9.754103324552325
3;7;8;12;13;16;17;20;21;49;52;55;64;8385;71;6727;4041;214;228,8340,4.839727604010454
0;2;6;7;13;17;20;21;924;7837;158;47;3505;52;55;190;1616;3163;14050;756,14005,4.415690765486979
1;3;5;3846;7;1640;14;47;17;51;84;19;22,3801,2.0041570090838237
550;7;8;1001;106;9;11;14;7282;82;244;181;52;85;280;1651;189;17662,17617,8.396080822908672
0;2;3;131;355;166;5;70;396;12;5198;18;20;21;55;190;62,5153,8.407537177445942
1;2;8;11;12;22;6556;46;49;562;52;438;60;8767;17346;69;70;88;95;100;233,17301,4.070527678973736
0;6;12;14;19;9243;1449;300;47;50;52;65;21833;4049;596;88;100;616;238;1146;125,21788,3.1148207087566346
0;5;11;14;17;19;149;409;14107;12318;291;56;325;72;721;11488;233;113;14455;126,14410,4.326507244554197
64;129;18308;5;1382;138;11;13;46;79;16;47;18;51;658;55;11128,18263,0.6469621160684169
0;3;8;13;14;20;175;16308;55;5435;62;4297;2643;5463;7641;114;118;249;17407,17362,0.28631675917968447
1;2;4;262;7;11;18;21;47;49;52;53;10549;55;61;76;4310;1370;94;233;254,10504,2.098174082553842
8;11;13;2190;16;20;22;1061;813;10801;53;3510;55;186;63;69;198;84;85;5719;2908,10756,1.3740893723301162
4;9;10;11;14;152;14241;2723;25897;300;558;47;48;51;52;313;2877;65;94;126,25852,3.8901176580862096
1;280;8;10569;7945;235;12;10;1996;409;18;246;1560;633;58;636;63;21561,21516,2.3697619554796345
0;7;11;14;21519;18192;18;660;22;280;15276;46;50;321;72;345;228;106;1521,21474,5.562630517163367
3;132;4;5;7176;14;16;17;2833;20;22;290;948;62;70;86;346;2010;246,7131,2.589857809966989
2;8;776;1676;14;15;16;145;19;289;27300;8370;60;9027;74;3666;84;214;625;1521,27255,6.099667760711051
1;3;6;16;8337;19;22;294;173;59;69;209;85;1366;94;480;27106;18921;109;1650;247,27061,9.566480160669501
0;1;3;5;6;12;14;17;686;48;51;52;55;59;19651;27602;11364;2294;11127;126,27557,4.79475726864769
1379;3623;7;105;11;77;429;13;8015;49;84;22;86;62;58;60;158,7970,6.741248988064527
65;2370;4;6;71;15047;1865;10;76;333;16;49;18;17;84;155;157,15002,5.372469132232328
0;6529;69;7;8;13;17;18;83;1652;117;50;1751;10776;1586;860;190;1791,10731,2.8941497237732063
