id,source,target
15910,5821,6195
15911,3527,5576
15912,5024,631
15913,8010,8604
15914,731,2896
15915,5925,7142
15916,5371,2441
15917,980,5655
15918,5751,9485
15919,8888,7321
15920,6479,8997
15921,3641,5069
15922,857,2786
15923,4378,366
15924,5132,6635
15925,5480,5221
15926,9880,1910
15927,5196,9790
15928,8240,9502
15929,8180,2230
15930,3686,4088
15931,9936,6654
15932,2809,4003
15933,8610,323
15934,3559,9376
15935,7521,4783
15936,5421,4114
15937,8382,3432
15938,6297,5976
15939,3761,4091
15940,2371,2826
15941,8744,7550
15942,7021,6371
15943,2724,6923
15944,7449,8119
15945,6546,4343
15946,3097,5997
15947,3593,7653
15948,484,9628
15949,7557,2136
15950,2915,2554
15951,1394,4360
15952,8037,6573
15953,5608,2641
15954,9702,5176
15955,6229,7645
15956,4871,9668
15957,7432,1770
15958,1751,5410
15959,6644,2562
15960,8481,7312
15961,5758,457
15962,220,8517
15963,4933,3950
15964,1120,4544
15965,2889,1004
15966,4442,2907
15967,6400,5159
15968,8427,5369
15969,3623,4785
15970,5922,3982
15971,4016,7377
15972,5337,552
15973,868,3961
15974,4473,1111
15975,9820,6603
15976,5972,3891
15977,7575,8142
15978,891,6277
15979,6743,7790
15980,7581,8986
15981,2993,1926
15982,362,4985
15983,2718,5955
15984,6120,3986
15985,2502,6222
15986,3920,9924
15987,675,2407
15988,595,5083
15989,1530,3378
15990,6225,2895
15991,5972,9332
15992,8431,7898
15993,7426,7799
15994,4625,5982
15995,2808,5926
15996,5880,1781
15997,5954,9232
15998,1746,8270
15999,2534,7548
16000,8919,7235
16001,4383,3532
16002,3995,3809
16003,2308,4166
16004,7793,4709
16005,7226,2160
16006,8121,3295
16007,2099,8991
16008,510,3010
16009,3480,3073
16010,6881,2927
16011,4281,1533
16012,1451,218
16013,2284,3765
16014,7282,8206
16015,7112,3614
16016,1114,2768
16017,1555,9162
16018,1646,2024
16019,9645,771
16020,9993,1675
16021,2049,5419
16022,6556,1007
16023,7858,9409
16024,2271,8266
16025,5687,9302
16026,346,2128
16027,5391,1067
16028,3576,5855
16029,7703,2751
16030,5133,2987
16031,5428,3790
16032,5236,1010
16033,5762,9182
16034,9890,1250
16035,4816,6557
16036,9929,7276
16037,2494,8075
16038,2497,4328
16039,1053,2377
16040,716,8538
16041,2259,8629
16042,9207,2914
16043,9964,3348
16044,6316,6817
16045,6222,3355
16046,6254,159
16047,737,1406
16048,6195,8207
16049,7929,2837
16050,8610,3465
16051,5133,276
16052,6841,8711
16053,9629,7651
16054,8697,3565
16055,9045,9154
16056,3967,2727
16057,4424,5112
16058,692,1879
16059,5436,7301
16060,731,4477
16061,423,6796
16062,6677,5321
16063,6855,1601
16064,8240,8526
16065,3374,2391
16066,2502,5585
16067,4989,7030
16068,1309,9480
16069,5099,3411
16070,956,3846
16071,7535,7128
16072,8348,966
16073,576,7955
16074,9484,7029
16075,9805,9580
16076,4169,3662
16077,8380,9014
16078,9261,5194
16079,9630,1148
16080,2603,9083
16081,6188,3779
16082,2541,1910
16083,8794,9375
16084,4782,5298
16085,5299,3970
16086,442,3834
16087,9028,9463
16088,9139,638
16089,8134,8037
16090,7411,9627
16091,6176,8152
16092,6222,170
16093,4396,2349
16094,4933,2730
16095,1734,1953
16096,6388,2862
16097,7416,7316
16098,1988,5006
16099,552,886
16100,9435,9658
16101,7673,3671
16102,3029,6912
16103,5720,5960
16104,9749,8635
16105,3100,478
16106,5130,5809
16107,9076,5992
16108,9970,8895
16109,4596,9118
16110,635,2075
16111,5408,6396
16112,2285,1246
16113,7891,698
16114,1874,5289
16115,5301,1586
16116,3395,827
16117,4275,4286
16118,8724,1911
16119,3622,154
16120,2990,9018
16121,1927,1396
16122,9105,9318
16123,8630,9939
16124,54,2797
16125,2244,9714
16126,6973,1806
16127,6264,4126
16128,8888,5463
16129,9417,331
16130,1313,1370
16131,6129,2006
16132,9,4679
16133,152,4625
16134,7197,2497
16135,4123,3231
16136,747,8057
16137,6622,7264
16138,7119,548
16139,939,8697
16140,4154,8417
16141,9074,6227
16142,4011,7742
16143,1627,4033
16144,9426,9052
16145,5367,4169
16146,6940,8290
16147,961,8350
16148,4871,9329
16149,6807,4533
16150,5608,7102
16151,4777,730
16152,8728,3327
16153,4987,6667
16154,993,5541
16155,7084,9109
16156,2346,7984
16157,8557,6166
16158,8631,2537
16159,8700,7347
16160,2915,4938
16161,7282,4368
16162,9820,7088
16163,9739,9127
16164,9315,6967
16165,7858,146
16166,9298,8079
16167,9520,1526
16168,5652,113
16169,1447,4849
16170,7897,3078
16171,8624,5087
16172,7793,362
16173,3191,8602
16174,5775,1274
16175,5137,1179
16176,623,2489
16177,4804,4764
16178,9533,9847
16179,1330,3700
16180,106,4491
16181,4011,1732
16182,2830,2225
16183,5143,4346
16184,6176,1155
16185,623,8769
16186,5972,7828
16187,9419,229
16188,8360,5753
16189,7068,4318
16190,8594,9141
16191,6074,7917
16192,1970,1667
16193,9448,9195
16194,5697,6647
16195,5842,397
16196,2285,1686
16197,8441,8828
16198,3129,1868
16199,8989,4182
16200,7510,2621
16201,6668,3918
16202,5272,7987
16203,5571,749
16204,1965,2778
16205,3202,8260
16206,9206,3550
16207,3559,4578
16208,8114,9590
16209,866,180
16210,309,6636
16211,7226,1005
16212,5526,8605
16213,9587,9641
16214,5321,2409
16215,6450,4474
16216,7096,378
16217,113,6538
16218,5652,8797
16219,803,8935
16220,5137,5950
16221,9426,9815
16222,731,8145
16223,2915,2847
16224,9742,9526
16225,2003,3001
16226,1488,6537
16227,3438,6971
16228,9605,6595
16229,5459,451
16230,2948,5369
16231,5552,3575
16232,803,3404
16233,3975,486
16234,6781,8588
16235,5813,7660
16236,5203,5853
16237,3060,8022
16238,2747,9104
16239,281,2566
16240,1857,5833
16241,9168,144
16242,4119,6535
16243,8634,3856
16244,5910,735
16245,4541,7300
16246,3205,3702
16247,2518,5868
16248,440,7521
16249,6482,7502
16250,7065,5389
16251,798,7902
16252,2747,3819
16253,1233,7054
16254,4425,8338
16255,1650,4908
16256,2465,8839
16257,1910,4533
16258,7391,8140
16259,8968,4312
16260,6826,4652
16261,7224,6976
16262,2120,9878
16263,7793,2993
16264,2460,3347
16265,4295,2738
16266,9049,1146
16267,5963,1315
16268,7581,7685
16269,8993,5108
16270,5988,2342
16271,7793,4570
16272,513,3157
16273,9484,2665
16274,305,4151
16275,5962,7849
16276,6222,6365
16277,1516,9099
16278,7259,5024
16279,678,7432
16280,3397,3571
16281,1055,8823
16282,7444,6466
16283,9366,2555
16284,8493,3150
16285,8161,3284
16286,5709,3913
16287,4388,4376
16288,4044,3543
16289,8449,894
16290,1552,8044
16291,5165,9629
16292,4871,5138
16293,8200,9826
16294,6716,4317
16295,5006,3167
16296,9168,6890
16297,7530,4106
16298,2766,1401
16299,3655,4389
16300,520,1489
16301,1126,8102
16302,2899,9206
16303,469,2594
16304,3953,3495
16305,1257,9069
16306,4468,9864
16307,5527,76
16308,2093,7571
16309,4036,2138
16310,2504,7220
16311,4540,5523
16312,815,3479
16313,765,5559
16314,8765,3226
16315,8873,3726
16316,9742,1351
16317,3070,9819
16318,7447,4774
16319,2948,3464
16320,3672,3261
16321,8610,1572
16322,2244,9504
16323,9243,7619
16324,6823,2759
16325,2578,8005
16326,8050,5663
16327,4933,1578
16328,9075,7422
16329,525,5795
16330,281,2083
16331,6703,2458
16332,1686,1653
16333,443,6415
16334,9269,5338
16335,3225,5145
16336,6314,7455
16337,7940,9697
16338,8930,760
16339,3615,1960
16340,5839,4101
16341,9155,3842
16342,1209,7409
16343,4871,95
16344,4396,3816
16345,7406,1253
16346,1443,7780
16347,8406,5838
16348,1394,4035
16349,4771,1932
16350,6561,2883
16351,6203,1534
16352,3197,7757
16353,5746,400
16354,2492,3536
16355,528,1138
16356,6582,7949
16357,1267,194
16358,7689,5134
16359,7012,7649
16360,1214,7962
16361,9257,1256
16362,4200,4159
16363,2747,552
16364,2233,4994
16365,8427,6089
16366,3097,8209
16367,9366,9813
16368,8016,1972
16369,6135,5232
16370,6314,8872
16371,7435,8528
16372,7022,597
16373,4037,1957
16374,8919,6936
16375,9234,3366
16376,4498,5374
16377,5526,7959
16378,7422,5320
16379,8931,9035
16380,7676,5245
16381,4198,8915
16382,5865,6481
16383,1923,1784
16384,866,4709
16385,311,8507
16386,7531,2021
16387,6120,1888
16388,3509,5701
16389,7488,5943
16390,2923,666
16391,7897,6462
16392,3930,9246
16393,2854,4502
16394,2243,5556
16395,5497,7165
16396,350,3286
16397,1734,9265
16398,7076,6731
16399,1133,3312
16400,3533,3170
16401,5758,2434
16402,5056,1662
16403,803,8429
16404,7221,9297
16405,737,7301
16406,9533,9261
16407,9,9706
16408,31,1468
16409,471,8386
16410,3784,3236
16411,761,7253
16412,2284,7658
16413,4777,107
16414,3984,7750
16415,7214,5790
16416,8901,4488
16417,4138,5410
16418,6222,4333
16419,4275,8578
16420,2719,7016
16421,8888,9993
16422,3027,3076
16423,4742,4945
16424,433,5000
16425,9084,9134
16426,6434,6196
16427,7947,3499
16428,5544,7206
16429,68,1117
16430,6476,4992
16431,6402,5189
16432,9414,3999
16433,3160,9585
16434,25,194
16435,1001,7479
16436,6879,1211
16437,3655,304
16438,1352,1928
16439,6078,4184
16440,4112,8960
16441,5571,291
16442,4396,2597
16443,6949,2295
16444,3863,5630
16445,1609,5161
16446,208,9511
16447,6881,2918
16448,2819,881
16449,2796,3276
16450,8200,830
16451,8402,8327
16452,8303,3324
16453,6074,6391
16454,1184,5181
16455,9266,6884
16456,5988,5659
16457,6479,2425
16458,63,7093
16459,245,9541
16460,2502,3549
16461,4491,4212
16462,9193,7305
16463,5946,9989
16464,4782,337
16465,6536,6598
16466,2043,6308
16467,980,7975
16468,9366,1518
16469,8388,6777
16470,5166,6504
16471,8525,3022
16472,2285,669
16473,6496,840
16474,6743,5719
16475,5245,670
16476,3820,3430
16477,7732,1980
16478,9168,8457
16479,5019,8001
16480,589,1606
16481,7638,6075
16482,4676,3640
16483,6085,7760
16484,8375,5177
16485,2140,7674
16486,1390,3020
16487,4832,5420
16488,2049,1316
16489,2502,7107
16490,8383,4946
16491,7380,8926
16492,4974,9959
16493,6388,9642
16494,9349,8323
16495,7226,7530
16496,2502,43
16497,5788,3730
16498,1890,4165
16499,3793,8361
16500,2170,9736
16501,2049,1209
16502,2869,8130
16503,1881,480
16504,7145,1475
16505,7197,2978
16506,694,7830
16507,7803,7307
16508,3984,9591
16509,4871,2970
16510,8807,9437
16511,8427,7034
16512,5197,781
16513,9030,5690
16514,305,1688
16515,536,9865
16516,3918,8919
16517,2249,5674
16518,5640,1599
16519,2049,6036
16520,796,3044
16521,77,3158
16522,4837,4163
16523,7190,8140
16524,521,3875
16525,7122,4623
16526,8630,1955
16527,8962,5299
16528,9681,401
16529,7560,6689
16530,323,4692
16531,4635,2677
16532,7391,1055
16533,943,2344
16534,2274,8245
16535,3144,2154
16536,5613,1089
16537,5613,4913
16538,433,197
16539,1539,7465
16540,2728,5423
16541,2854,7524
16542,6038,8445
16543,6061,9326
16544,6608,6820
16545,4659,5993
16546,9231,8247
16547,3395,897
16548,5262,1981
16549,6899,373
16550,3873,7069
16551,8387,7091
16552,15,6222
16553,4341,5411
16554,1332,4012
16555,7718,8945
16556,15,3481
16557,2285,8701
16558,15,9110
16559,8721,4627
16560,4396,8162
16561,7143,8186
16562,5853,3826
16563,5711,4959
16564,5396,6915
16565,3315,4346
16566,9626,1411
16567,2923,4819
16568,4664,332
16569,5594,6797
16570,3576,6258
16571,3984,2738
16572,26,4536
16573,8094,2937
16574,5215,1923
16575,3109,6817
16576,9267,6627
16577,7634,3043
16578,2949,5567
16579,6518,8864
16580,731,2496
16581,7854,64
16582,9605,9467
16583,8734,4635
16584,7191,437
16585,8427,6556
16586,106,5491
16587,1728,4769
16588,3975,9604
16589,2650,1679
16590,7559,1123
16591,6763,5843
16592,2502,4933
16593,6363,9469
16594,6399,1862
16595,2869,936
16596,1107,3836
16597,4698,4214
16598,2993,6541
16599,6384,9423
16600,5624,9506
16601,748,5075
16602,5919,9235
16603,5758,7532
16604,6388,6129
16605,1839,293
16606,8584,5546
16607,8200,9436
16608,509,9708
16609,6936,3873
16610,8412,188
16611,288,1852
16612,1573,2897
16613,6479,4552
16614,7641,1229
16615,3720,2736
16616,4396,6549
16617,9210,2496
16618,8749,2912
16619,1970,5631
16620,7962,1346
16621,107,1139
16622,63,8819
16623,7696,6410
16624,8359,8298
16625,5147,213
16626,7653,3371
16627,694,3337
16628,2494,4362
16629,5613,5300
16630,2170,8527
16631,5974,8891
16632,8006,468
16633,6018,1049
16634,7857,923
16635,6405,121
16636,5656,3174
16637,3603,792
16638,8721,7602
16639,1786,5802
16640,8255,3728
16641,8540,5912
16642,1970,8057
16643,7607,7931
16644,925,1532
16645,678,8625
16646,9366,4589
16647,2216,8017
16648,2447,2064
16649,2491,7589
16650,1666,1118
16651,6936,9959
16652,5696,1110
16653,2717,1404
16654,7906,7342
16655,5360,7349
16656,4837,6322
16657,7018,9141
16658,7844,6189
16659,8410,8132
16660,9766,7592
16661,4365,9299
16662,4699,8848
16663,2839,3752
16664,9504,529
16665,7370,6452
16666,7546,9156
16667,765,1241
16668,8441,7227
16669,6388,6328
16670,9655,8704
16671,63,354
16672,9349,9367
16673,1516,3715
16674,5974,4590
16675,2385,9132
16676,3946,5917
16677,4940,5107
16678,7844,1328
16679,6668,1791
16680,9615,385
16681,2069,9768
16682,9998,9596
16683,6036,8787
16684,305,903
16685,4243,2276
16686,2502,606
16687,2064,3925
16688,536,3446
16689,3995,8349
16690,1168,3487
16691,5594,448
16692,3802,8997
16693,2468,9983
16694,737,9184
16695,4680,1443
16696,8901,9997
16697,182,5268
16698,7618,5929
16699,6164,1750
16700,6365,7464
16701,5197,8606
16702,6395,6285
16703,4396,4241
16704,2016,8650
16705,8731,8987
16706,1429,1412
16707,6203,9608
16708,2869,2984
16709,113,7326
16710,3545,6793
16711,1518,8403
16712,4656,4051
16713,2285,8931
16714,8319,3193
16715,5367,420
16716,3432,8370
16717,7226,575
16718,575,2859
16719,495,1332
16720,4901,5476
16721,694,8330
16722,7426,7405
16723,3164,8648
16724,3279,8085
16725,5585,5061
16726,6433,1986
16727,2413,1108
16728,2287,3338
16729,8994,9247
16730,8104,1812
16731,1970,7294
16732,4396,6056
16733,2285,1149
16734,2711,5508
16735,9613,9581
16736,3764,4354
16737,9533,4382
16738,9543,5874
16739,7601,3780
16740,4832,2183
16741,2653,6529
16742,195,6271
16743,1624,2782
16744,1024,3074
16745,1541,6625
16746,4412,8531
16747,7428,7541
16748,7293,214
16749,2728,1050
16750,1186,2305
16751,3138,5471
16752,1573,6518
16753,1076,3271
16754,850,8891
16755,8161,3556
16756,3916,7304
16757,4403,9788
16758,2049,3271
16759,4473,9345
16760,3951,8762
16761,7526,7501
16762,6222,2427
16763,1786,2855
16764,787,5155
16765,606,4403
16766,6853,3262
16767,4262,8936
16768,5099,4157
16769,7963,4173
16770,8228,4835
16771,6991,835
16772,4646,8371
16773,6241,6996
16774,9493,7678
16775,1799,3490
16776,8654,7270
16777,456,3676
16778,2728,5074
16779,1295,2644
16780,111,8982
16781,2290,7190
16782,7131,4076
16783,2502,9521
16784,8084,5616
16785,6286,1104
16786,8901,9121
16787,5388,3111
16788,233,4939
16789,982,914
16790,9237,4333
16791,4412,3277
16792,3443,3974
16793,8962,3726
16794,1024,162
16795,3702,8284
16796,365,648
16797,8328,1637
16798,3716,142
16799,1018,1754
16800,15,8313
16801,1573,7555
16802,3778,8223
16803,6567,7564
16804,3342,2708
16805,2296,2589
16806,1368,1301
16807,4830,7780
16808,7352,1338
16809,6222,60
16810,9465,6793
16811,8336,3208
16812,1433,1263
16813,8756,8479
16814,5061,2275
16815,529,6406
16816,6244,9203
16817,4871,8482
16818,4425,9837
16819,2419,718
16820,2796,9918
16821,7456,102
16822,678,5574
16823,5696,5047
16824,1965,3586
16825,4649,880
16826,7897,7810
16827,3655,4370
16828,43,8731
16829,731,9770
16830,2502,3672
16831,7510,8711
16832,45,7610
16833,9060,8556
16834,4136,4288
16835,63,3881
16836,1257,5334
16837,3315,116
16838,9605,7684
16839,7605,7515
16840,4885,9709
16841,3669,8030
16842,575,9192
16843,579,6568
16844,1988,9894
16845,7793,6528
16846,3906,2172
16847,469,6172
16848,6227,5391
16849,789,7738
16850,5164,5688
16851,1857,778
16852,4204,578
16853,4322,2447
16854,4803,9493
16855,6190,9884
16856,5759,7222
16857,123,3012
16858,6928,8244
16859,9742,3510
16860,2915,2435
16861,1816,9459
16862,9889,336
16863,4460,2677
16864,8365,3168
16865,5758,8714
16866,9605,5545
16867,3055,7063
16868,331,5450
16869,5137,559
16870,2196,8297
16871,1646,512
16872,7134,1794
16873,731,7299
16874,2717,367
16875,727,2297
16876,964,6746
16877,6083,6328
16878,9206,8682
16879,6931,1426
16880,3220,761
16881,7506,500
16882,1168,9371
16883,5154,2994
16884,9718,2347
16885,9528,7839
16886,3960,3963
16887,407,5864
16888,8636,6993
16889,5863,197
16890,7252,9731
16891,195,7568
16892,8442,7984
16893,4853,3800
16894,3193,9848
16895,148,1656
16896,3144,8341
16897,7983,428
16898,4702,2650
16899,9372,5065
16900,4891,2255
16901,8729,4144
16902,1595,9673
16903,5545,5984
16904,4396,3515
16905,6603,8766
16906,553,5030
16907,2875,189
16908,7315,2037
16909,4396,4058
16910,9264,3894
16911,4985,2273
16912,3062,4138
16913,9922,7946
16914,6838,7093
16915,7127,6604
16916,1752,5361
16917,5585,9433
16918,7226,5612
16919,4621,1064
16920,9742,1001
16921,4322,7016
16922,8328,8912
16923,4389,4355
16924,9944,9916
16925,6384,3195
16926,7641,779
16927,2950,8257
16928,6796,4848
16929,9466,8036
16930,9494,8961
16931,3660,8981
16932,191,5516
16933,2846,1675
16934,943,4974
16935,575,3326
16936,5205,1639
16937,4390,2532
16938,9439,5434
16939,7757,8862
16940,2665,1037
16941,9918,3497
16942,5119,4690
16943,4396,2389
16944,5974,6539
16945,7621,1930
16946,6664,8596
16947,6881,5277
16948,5019,5887
16949,4322,823
16950,2703,1642
16951,9678,5709
16952,9366,3211
16953,2772,4878
16954,4727,7171
16955,8814,4992
16956,1516,952
16957,9236,4542
16958,7061,5668
16959,4719,5826
16960,3708,3178
16961,6089,1712
16962,5055,8615
16963,1505,9645
16964,1306,4314
16965,7793,5878
16966,6693,7313
16967,731,4836
16968,8901,5612
16969,6222,2351
16970,2362,4934
16971,8761,4403
16972,7670,6472
16973,678,5613
16974,4711,4545
16975,8610,6239
16976,8832,8387
16977,5813,6236
16978,2915,3696
16979,15,5844
16980,1055,7541
16981,7065,8705
16982,9819,3637
16983,1330,3070
16984,7769,7286
16985,8221,8905
16986,857,1794
16987,2502,211
16988,6229,7630
16989,8901,9861
16990,3360,4045
16991,3004,8763
16992,5852,5943
16993,63,6707
16994,600,6508
16995,2189,1570
16996,4322,5430
16997,2305,1193
16998,5759,9596
16999,596,1450
17000,1040,5643
17001,7902,4587
17002,8142,1822
17003,525,4414
17004,9398,6752
17005,3338,1619
17006,5781,6206
17007,1827,9876
17008,514,7040
17009,6556,9296
17010,6934,2798
17011,1876,5427
17012,7660,4791
17013,3554,6450
17014,943,4927
17015,7131,9057
17016,5137,8467
17017,3527,1638
17018,9366,8624
17019,9773,4426
17020,7945,4119
17021,6743,6484
17022,6409,3017
17023,5130,9273
17024,7143,9016
17025,8441,4886
17026,3004,602
17027,520,2369
17028,8449,9647
17029,1438,6904
17030,4862,8258
17031,528,5909
17032,9615,7449
17033,6743,5363
17034,7852,265
17035,7055,5423
17036,7805,195
17037,8231,2967
17038,2502,2484
17039,8962,5762
17040,1786,6230
17041,1228,5752
17042,8752,6551
17043,7406,1034
17044,6187,8546
17045,9521,3593
17046,8940,2735
17047,3327,2318
17048,3344,1054
17049,579,4105
17050,8427,130
17051,2502,3804
17052,9096,5628
17053,5019,4952
17054,5781,9792
17055,3820,2486
17056,3768,8147
17057,2502,8878
17058,7371,1678
17059,1752,7625
17060,992,3952
17061,8416,5106
17062,1273,3642
17063,2285,3237
17064,1257,6909
17065,5367,1340
17066,7556,9424
17067,6074,6956
17068,2712,7502
17069,731,2587
17070,305,8598
17071,6231,5885
17072,15,1728
17073,4322,4311
17074,8537,8591
17075,4862,5541
17076,2752,6818
17077,9974,4060
17078,505,3797
17079,9674,6678
17080,9095,8346
17081,768,8008
17082,6188,9574
17083,1691,837
17084,4930,5516
17085,1728,2811
17086,8938,6301
17087,6765,5942
17088,1202,3734
17089,5988,2016
17090,4611,444
17091,606,8801
17092,7510,728
17093,1518,3552
17094,2915,6138
17095,2910,9331
17096,5436,1500
17097,2104,7691
17098,7327,6974
17099,7513,5618
17100,2747,1627
17101,2717,3621
17102,4837,4457
17103,521,1870
17104,6544,216
17105,7449,7816
17106,783,4489
17107,6388,5671
17108,6556,8181
17109,9386,6303
17110,7732,9017
17111,5265,8819
17112,4930,1864
17113,2244,7315
17114,3648,573
17115,2866,3266
17116,6983,218
17117,9767,2094
17118,6153,7038
17119,956,976
17120,1743,1303
17121,2717,5711
17122,6901,6703
17123,2784,1845
17124,606,4476
17125,8993,4676
17126,685,1785
17127,5218,1430
17128,3646,1509
17129,8761,5201
17130,2581,7677
17131,8034,7699
17132,5755,7299
17133,995,9302
17134,3008,930
17135,3469,5638
17136,3806,712
17137,5932,741
17138,6019,5982
17139,5709,3155
17140,4191,8393
17141,7685,9708
17142,6057,4253
17143,1192,6889
17144,7748,71
17145,7206,7182
17146,3309,2141
17147,8084,2508
17148,6607,148
17149,9249,6471
17150,4038,4975
17151,9210,6835
17152,2759,1448
17153,4884,4515
17154,2711,9583
17155,6965,315
17156,3237,5132
17157,6222,9487
17158,731,9124
17159,5057,2486
17160,2402,21
17161,1815,7089
17162,5526,1488
17163,786,7548
17164,2703,6209
17165,6810,6330
17166,4031,435
17167,938,7844
17168,4993,8662
17169,3144,7422
17170,4824,1928
17171,5459,2453
17172,5779,9239
17173,1573,7179
17174,731,3849
17175,4378,9034
17176,1572,2366
17177,5082,908
17178,9607,1489
17179,7793,5428
17180,2285,8292
17181,4226,4539
17182,9865,7337
17183,7172,867
17184,1419,4891
17185,866,9672
17186,5137,4398
17187,4881,9539
17188,8444,27
17189,2796,4939
17190,2614,2156
17191,3692,1869
17192,4601,352
17193,551,6908
17194,5436,6427
17195,1519,8251
17196,5367,2688
17197,7967,8933
17198,8801,6744
17199,2830,9387
17200,1087,9569
17201,243,9742
17202,3079,8830
17203,6668,4747
17204,6479,3697
17205,15,3684
17206,5642,9875
17207,3160,2166
17208,3738,4851
17209,3584,7949
17210,7676,3162
17211,9126,8078
17212,3240,9692
17213,2715,3483
17214,5839,3083
17215,8807,3154
17216,9540,2325
17217,9521,394
17218,3660,3882
17219,2530,9578
17220,9207,810
17221,9812,1586
17222,4534,9964
17223,1533,6466
17224,6583,7624
17225,7742,7217
17226,3641,2928
17227,6853,5735
17228,5759,3915
17229,9605,609
17230,305,9401
17231,3108,9584
17232,4137,5920
17233,8293,4528
17234,7645,333
17235,2435,2898
17236,2488,630
17237,2111,8135
17238,3956,5250
17239,7581,390
17240,8438,2669
17241,5269,6402
17242,9305,2335
17243,9605,3024
17244,6449,4607
17245,2502,8670
17246,2128,4727
17247,9719,1560
17248,2066,5713
17249,5762,542
17250,4206,7292
17251,3680,1404
17252,6020,5921
17253,7226,9375
17254,1016,8357
17255,5959,6640
17256,9523,5160
17257,7742,5872
17258,1555,6925
17259,2512,6326
17260,2703,3866
17261,7017,4731
17262,866,5988
17263,7191,3988
17264,1394,3321
17265,7294,6037
17266,7274,2602
17267,9944,961
17268,5830,6304
17269,5693,2479
17270,1666,4384
17271,1970,6350
17272,275,6758
17273,3563,396
17274,8786,7116
17275,3443,5785
17276,5806,3502
17277,8847,4258
17278,6940,5140
17279,3781,1934
17280,6286,9295
17281,29,6507
17282,5231,6019
17283,8501,8896
17284,816,2534
17285,8145,3976
17286,3408,9904
17287,9811,1201
17288,15,6114
17289,4396,5484
17290,2167,2882
17291,6849,5848
17292,3404,9960
17293,2681,2021
17294,1605,5871
17295,5363,6361
17296,5654,4554
17297,3881,1585
17298,7233,4179
17299,63,5098
17300,5853,2488
17301,4148,3277
17302,9742,4198
17303,4975,7180
17304,769,9812
17305,1752,5638
17306,5830,7697
17307,6997,8145
17308,3655,7807
17309,2807,8484
17310,2208,8443
17311,259,140
17312,9494,2773
17313,6773,4226
17314,1279,9446
17315,7860,7628
17316,8416,1490
17317,7443,7419
17318,7881,4918
17319,7191,4859
17320,9626,5962
17321,5782,3877
17322,9540,2414
17323,6222,5416
17324,3559,2326
17325,2128,5195
17326,5095,6127
17327,1039,2248
17328,4439,9669
17329,510,9434
17330,1744,7383
17331,5631,1400
17332,4522,2650
17333,4387,8390
17334,8755,5010
17335,3729,720
17336,3761,9135
17337,7513,6013
17338,8761,4611
17339,8383,8341
17340,9366,1059
17341,6762,2508
17342,6873,4319
17343,3177,2126
17344,8449,1587
17345,2049,9067
17346,2869,1676
17347,4322,7315
17348,9410,7309
17349,7805,717
17350,5228,9404
17351,6236,653
17352,9661,189
17353,2222,4324
17354,2681,2560
17355,5593,6345
17356,9484,7524
17357,8849,4717
17358,1749,1830
17359,2500,7158
17360,3697,2428
17361,2143,7244
17362,6807,3042
17363,6911,6600
17364,4080,8746
17365,6556,6255
17366,3047,4998
17367,4407,8686
17368,4496,1167
17369,1472,2926
17370,1990,9809
17371,305,6037
17372,5022,1693
17373,520,2593
17374,6739,7707
17375,9236,5014
17376,7910,4547
17377,1986,3232
17378,7687,68
17379,2610,4744
17380,9863,7326
17381,5582,8850
17382,1295,9871
17383,9047,2590
17384,8367,4126
17385,6982,9091
17386,7601,7412
17387,6229,9172
17388,183,3713
17389,7048,9333
17390,3279,344
17391,6388,5732
17392,6222,455
17393,7468,1992
17394,3984,8337
17395,7860,467
17396,1207,424
17397,704,1909
17398,4782,9661
17399,2914,3101
17400,7278,8287
17401,9004,8300
17402,3820,2937
17403,2859,9106
17404,489,812
17405,1024,2151
17406,7945,8237
17407,8213,6588
17408,5884,6459
17409,4564,5798
17410,8015,6842
17411,8980,5295
17412,7134,5763
17413,2285,7660
17414,944,3454
17415,6525,8629
17416,8328,9481
17417,8145,5242
17418,6176,4222
17419,5298,5738
17420,7224,6847
17421,7360,4116
17422,4463,273
17423,3153,2942
17424,4112,5838
17425,944,6160
17426,7730,3264
17427,21,3648
17428,1053,8612
17429,6885,5944
17430,3053,8280
17431,8184,8855
17432,1505,2561
17433,4322,9637
17434,1686,3162
17435,2839,3782
17436,4680,8885
17437,7235,9216
17438,5360,3470
17439,1359,2411
17440,6219,7774
17441,3284,1017
17442,3245,4095
17443,5968,988
17444,6748,3641
17445,6172,199
17446,2285,2610
17447,6913,6667
17448,3554,1614
17449,6229,2143
17450,9543,9752
17451,6548,2924
17452,8986,1401
17453,7670,1408
17454,1202,3733
17455,7065,8227
17456,9760,9238
17457,3579,8834
17458,5424,1435
17459,8625,9720
17460,8922,8886
17461,3166,8655
17462,26,207
17463,765,9639
17464,1397,5128
17465,9837,8245
17466,63,2408
17467,4412,2095
17468,7198,1479
17469,3064,571
17470,3975,1571
17471,5971,6202
17472,8193,6049
17473,4183,9914
17474,8594,9927
17475,5272,60
17476,1929,3940
17477,457,2575
17478,2116,5470
17479,7137,3800
17480,1947,971
17481,8061,3486
17482,2337,3219
17483,4299,4757
17484,1541,7125
17485,6618,4078
17486,311,7211
17487,6222,2749
17488,4570,9833
17489,5709,1566
17490,5999,9323
17491,9419,6155
17492,670,2955
17493,3808,4796
17494,9521,4338
17495,9305,1793
17496,2869,4970
17497,5872,3181
17498,15,4133
17499,3217,3224
17500,9061,1889
17501,8231,4686
17502,8721,3159
